video_url,video_id,transcript
https://www.youtube.com/watch?v=BjP1F7A5LBw&list=PL1mxkDJa7Zy479R1dZkYhKKtDijx20mPU&index=1,BjP1F7A5LBw,"[музыка]
[аплодисменты]
Всем привет С вами Ролан и это Академия
ипотеки Вы наверное думаете что
бесплатно и почему бесплатно это
бесплатный курс о том где и как выгодно
оформить ипотеку вам не нужно платить
именитым блогерам и сомнительным
посредником за курсы после просмотра
всей серии вас не останутся вопросов о
том как правильно оформлять ипотеку если
они все же останутся то делитесь ими в
комментариях под видео и мы тут же
ответим для начала Давайте расскажем Что
такое от базыбанк клиенты накапливаются
сбережения вот вас банки для того чтобы
получить дешевый кредит и который можно
использовать только для улучшения
жилищных условий К ним относятся покупка
и ремонт жилья включая приобретение
строительных материалов и оплату
подрядных работ строительство дома
включая покупку земельного участка и
первым шагом для вас станет открытие
депозита Вот басобаки супер тогда
именно об этом мы расскажем вам в
следующем видеоролике круто я очень жду
следующий ролик Не забудьте поставить
лайк подписаться на наш классный канал и
включить уведомления нажав на
колокольчик пока-пока"
https://www.youtube.com/watch?v=BjP1F7A5LBw&list=PL1mxkDJa7Zy479R1dZkYhKKtDijx20mPU&index=1,BjP1F7A5LBw,"[музыка]
[аплодисменты]
Всем привет С вами Ролан и это Академия
ипотеки Вы наверное думаете что
бесплатно и почему бесплатно это
бесплатный курс о том где и как выгодно
оформить ипотеку вам не нужно платить
именитым блогерам и сомнительным
посредником за курсы после просмотра
всей серии вас не останутся вопросов о
том как правильно оформлять ипотеку если
они все же останутся то делитесь ими в
комментариях под видео и мы тут же
ответим для начала Давайте расскажем Что
такое от базыбанк клиенты накапливаются
сбережения вот вас банки для того чтобы
получить дешевый кредит и который можно
использовать только для улучшения
жилищных условий К ним относятся покупка
и ремонт жилья включая приобретение
строительных материалов и оплату
подрядных работ строительство дома
включая покупку земельного участка и
первым шагом для вас станет открытие
депозита Вот басобаки супер тогда
именно об этом мы расскажем вам в
следующем видеоролике круто я очень жду
следующий ролик Не забудьте поставить
лайк подписаться на наш классный канал и
включить уведомления нажав на
колокольчик пока-пока"
https://www.youtube.com/watch?v=2xitKOwLT8w&list=PL1mxkDJa7Zy479R1dZkYhKKtDijx20mPU&index=2,2xitKOwLT8w,"[музыка]
[аплодисменты]
расскажи пожалуйста про депозит тортик
Всем привет С вами Ролан и это Академия
ипотеки в этом видеоролике вы узнаете
все о депозите вот база банка как и
любой дом начинается с фундамента так
ипотека вот база банки начинается с
депозита
открыв депозит вот вас собаки на ваши
деньги будет начисляться 2 процента
вознаграждения всего два процента
отдавай мой тортик тогда обратно Конечно
же нет вы также получите премию
государства в размере аж 20 процентов а
выгодных условиях накопления я вам
расскажу в следующих видеороликах А
сейчас я вам расскажу про Три простых
условия открытия депозита поднимаем
пальчики и начинаем считать способ номер
один через консультанта от баса банка
Почему именно у них
[музыка]
Здравствуйте вы можете приехать ко мне
на работу и открыть депозит здравствуйте
Да конечно Мы даже можем приехать к вам
домой Да круто Тогда я вам сейчас кину
адрес
консультанты могут приехать в любое
удобное для Вас время и место а также
они могут проконсультировать вас онлайн
Список действующих консультантов вы
найдете в описании к этому видео второй
способ открыть депозит сделать это
онлайн через видеозвонок к оператору
банка заходим на официальный сайт банка
нажимаем кнопку видеобанк и открыть
депозит далее Нужно заполнить
необходимые личные данные и кликнуть
начать видеозвонок дальше оператор Банка
за считанные минуты откроет вам депозит
а для этого вам потребуется только
смартфон третий способ сделать это можно
самостоятельно через приложение банка
Скачайте на свой смартфон приложение
Нажмите на кнопку
Заполните все поля Пройдите
следуя за простыми инструкциями Вы
можете открыть депозит самостоятельно
еще и легко так заслужил тортик кушай
[музыка]
а в следующем видеоролике мы вам
расскажем о премии государства если наши
ролики были вам полезны то
Подписывайтесь Ставьте лайк и не
забудьте включить уведомления пока пока"
https://www.youtube.com/watch?v=F263-BPtVyE&list=PL1mxkDJa7Zy479R1dZkYhKKtDijx20mPU&index=3,F263-BPtVyE,"[музыка]
[аплодисменты]
кстати Ролан Я же депозит в приложении
открыла и уже начала копить ты там про
какую-то премию государства рассказывал
реально ли ее получить что-то я не верю
Да Всем привет С вами Роман и это
Академия ипотеки Сегодня мы расскажем
вам о том что такое премия государства
как ее рассчитать и в каком размере она
поступает государство для каждого
клиента банка чтобы он быстрее накопил
на свое жилье начисляет на каждый
депозит вкладчика 20 процентов премии
государства стоп стоп Скажи мне
нормально сколько мне положить на
депозит чтобы хорошо поднять денег
Например если вы накопились 100 тысяч
тенге вы получаете 20 тысяч премий Если
вы накопили 300 тысяч тенге то вы
получаете 60 тысяч тенге и так далее
думаю вы поняли логику важно знать
премия государства имеет свои лимиты
максимальная сумма на которую поступает
премия в течение года составляет 200
месячных расчетных показатели МРП
Заходим в Google и пишем 1 МП 2023 году
это
3450 тенге соответственно 200 МРП в этом
году составляет 690 тысяч тенге то есть
при максимальных условиях вы получаете
20 процентов премий 138 тысяч тенге Из
года в год растет МРП а вместе с ним
сумма максимальной премии Слушай Ролан У
меня есть 1 миллион тенге Скажи мне
сколько я получу премии государства
138 тысяч тенге максимальное время в
этом году Если ты хочешь получить не
одну а две три четыре и даже 5 премии
государства то смотри следующий ролик
Где я поделюсь лайфхаком о том как
приумножить премию государства не
забудьте поставить лайк подписаться и
включить уведомления пока пока"
https://www.youtube.com/watch?v=Xj9wXnvd90w&list=PL1mxkDJa7Zy479R1dZkYhKKtDijx20mPU&index=4,Xj9wXnvd90w,"[музыка]
[аплодисменты]
Всем привет Это Ролан и Академия ипотеки
теперь обещанный лайфхак про то как
приумножить премию государства О эльдана
ты хочешь приумножить свою премию
конечно тогда Присаживайся поудобней и
слушай внимательно Как вы помните в
прошлом ролике мы разобрали с вами тему
премии государства А теперь я расскажу
вам о том как получить несколько премий
одну две три или больше допустим это
эльдана у нее есть папа мама брат и
сестра они все копили деньги на депозите
эльданы и получали только одну премию
государства в размере 138 тысяч тенге но
они могут получать премию государства
больше на маму на папу брата и сестру
для этого нужно открыть депозит на
каждого члена семьи и копить деньги на
все депозитах вы открываете депозит на
каждого члена семьи чтобы копить деньги
в конце года каждый член семьи получает
20 процентов премии государства в итоге
что у вас получается не одна премия а
несколько премий когда решитесь покупать
квартиру вы можете все эти депозиты
объединить в один эльданы ты все
запомнила Да я уже бегу папе и маме
звонить чтобы они открывали депозит
онлайн Не забудьте поставить лайк
подписаться на наш канал и включить
уведомления пока пока
[аплодисменты]
[музыка]
подожди Расскажи мне пожалуйста в
следующем ролике Что такое Ладно все
хорошо Можно мне чаю"
https://www.youtube.com/watch?v=Qz7hhTi-3cY&list=PL1mxkDJa7Zy479R1dZkYhKKtDijx20mPU&index=5,Qz7hhTi-3cY,"[музыка]
[аплодисменты]
Всем привет С вами Роман это Академия
ипотеки один из самых популярных
вопросов поступающих нашим сотрудникам
Это что такое оп Для начала я хочу
напомнить что оформить кредит в отпасы
банки можно лишь имея депозит ссылка о
том как открыть депозит в описании к
этому видео каждый Клиент от вас банка
стремится получить займ по самым низким
процентным ставкам от 3,5 до 5 годовых а
Для этого необходимо выполнить три
главных условия первое должно пройти Три
года с момента открытия депозита второе
необходимо иметь 50 процентов от
стоимости жилья и третье должно
соответствовать оценочный показатель
Ролан с двумя все понятно что такое
оценочный показатель
Давайте попробуем разобрать это понятие
простыми словами на все твои накопленные
деньги от банка вы начисляете в 2
процента вознаграждения в год и чем
больше этих двух процентов тем больше У
тебя опыт это как в хорошем винном
магазине показатель ценности этого
депозита
[аплодисменты]
трава Ну вот например Я хочу себе через
три года где-то купить квартиру за 10
миллионов тенге что мне делать и как
копить чтобы получить ипотеку по пять
процентов для этого тебе нужно накопить
160 тысяч тенге вознаграждение Если
пополняешь ежемесячно свой депозит в
размере 125 тысяч тенге ты накопишь 5
миллионов тенге в течение трех лет
соответственно твой опыт достигнет 16
простыми словами чем больше вы
вкладываете деньги на депозит тем
быстрее будет расти вашего п Если хотите
узнать подробнее то формула расчета вот
здесь
оценочный показатель Это сумма
вознаграждения от банков в размере двух
процентов которую клиент получает на
накопление на своем депозите учитывается
по формуле оценочный показатель равен
вознаграждению умноженные на 1000 и
деленное на договорную сумму на
стоимость квартиры мы разобрались с
определением оценочного показателя
Теперь мы перейдем к самому главному Чем
выше оцено работодатель тем ниже
кредитная ставка по займу чтобы оформить
займ под пять процентов годовых
необходимо иметь оценочный показатель
минимум 16 баллов для оформления под 4.8
процента оценочный показатель должен
составлять 20 баллов Об этом я вам
расскажу в следующем ролике Не забудьте
подписаться поставить лайк и включить
уведомления пока пока"
https://www.youtube.com/watch?v=FqpVw2HP_GU&list=PL1mxkDJa7Zy479R1dZkYhKKtDijx20mPU&index=6,FqpVw2HP_GU,"[музыка]
[аплодисменты]
жилищный займ промежуточный займ
предварительный займов Почему я просто
не могу взять кредит и купить себе
квартиру эльдана для чего тебе я сейчас
я расскажу все А С тебя чай
Всем привет С вами Роман это Академия
ипотеки Итак вы поняли что тот вот по
собаке Вы можете получить самую выгодную
ипотеку которая называется жилищный займ
чтобы получить его вам нужно выполнить
три важных условия поднимаем пальчики и
считаем первое накопить 50 процентов от
стоимости жилья второе копить не менее
трех лет и третье достигнуть
минимального оценочного показателя
выполнив все эти условия вы получаете
кредит на покупку квартиры своей мечты
под самые низкие процентные ставки от
3,5 до 5 и самое главное без
подтверждения доходов Давайте еще раз
чтобы получить дешевый кредит вам нужно
первое накопить 50 процентов от
стоимости второй копить не менее трех
лет и третий достигнуть оценочного
показателя 16 Ну а если у вас уже
имеется 50 процентов от суммы но нет
времени ждать чтобы оценочные показатели
достиг что у нас есть для вас выход
[аплодисменты]
а в следующем видео мы вам расскажем об
этом не забудьте подписаться поставить
лайк и включить уведомления пока пока"
https://www.youtube.com/watch?v=FG519L7Gn0Q&list=PL1mxkDJa7Zy479R1dZkYhKKtDijx20mPU&index=7,FG519L7Gn0Q,"[музыка]
[аплодисменты]
Всем привет С вами Роман и это Академия
ипотеки Мы с вами уже знаем как получить
самый выгодный займ вот баса банки но
для этого вам нужно копить целых три
года и достичь оценочного показателя 16
рауана что делать моего брата есть
половина сумма стоимости жилья он хочет
купить квартиру прямо сейчас не
дожидаясь срок для этого банкам
предусмотрен промежуточный займ
процентная ставка по займу составит от 7
до 11,5 то есть пополнил депозит на 50
процентов и сразу оформил ипотеку вот
база банки чтобы было понятно давайте
рассмотрим пример эльдана Как зовут
твоего брата
это Амир он хочет купить квартиру за 30
миллионов тенге Он продал машину и
пополнил свой депозит до 50 процентов от
стоимости желе 50 процентов это 15
миллионов с этой суммы он сразу может
оформить ипотеку под 11.5 процентов А
если Амир пополнить депозит и Подождет 1
месяц то его оценочным показатель
вырастет и он будет оформляться уже под
10,5 процентов если после пополнения 50
процентов суммы пройдет целых 6 месяцев
то оценочный показатель достигнет 5 и
ставка по ипотеке уже составит 8,5
процентов Если вы подумали что на этом
ваши ставки больше не уменьшатся мы вас
обрадуем как только пройдет три года вас
ожидает снижение ставки по ипотеке до
пяти процентов
[аплодисменты]
Не забудьте подписаться на наш классный
канал поставить лайк и включить
уведомления пока пока"
https://www.youtube.com/watch?v=3f33oyUhwko&list=PL1mxkDJa7Zy479R1dZkYhKKtDijx20mPU&index=8,3f33oyUhwko,"[музыка]
[аплодисменты]
в прошлом видео мы рассказали вам что
можно купить квартиру не дожидаясь трех
лет если у вас есть 50 процентов от
стоимости жилья это промежуточный займ
ravon Вот я думаю купить квартиру в
новом жилом комплексе но я не знаю По
какой программе её купить
вот база банки есть предложение вкуснее
любого тортика Всем привет С вами Ролан
и это Академия ипотеки Если вы хотите
купить квартиру в новостройке тогда мы
предлагаем вам ознакомиться с программой
свой дом на портале боспано марки где
ставки по ипотеке составляют ни
одиннадцать с половиной а 7 процентов
басмана Маркет портал на котором вы
можете найти для себя самые лучшие
предложения как на первичном рынке так и
на вторичном рынке объекты строительства
гарантией к ЖК и разрешение все мы знаем
что на это при строительстве приобретать
квартиру гораздо выгоднее советуем вам
при покупке данных квартир обращать
внимание на наличие гарантии кэшк или
разрешение если у застройщика будут
отсутствовать данные документы вы
рискуете Остаться ни с чем на басфана
Маркет банк публикует объекты
недвижимости с гарантией к ЖК теперь что
касается плюсов именно этой программы
так вот покупаете квартиру у партнера
застройщика Банка в ипотеку под 7
процентов и Как вы уже знаете от
предыдущих видео через определенный срок
ваша процентная ставка снижается до 5
Это ли не выгода
[аплодисменты]
Не забудьте поставить лайк подписаться
на наш классный канал если ждете
следующий ролик то Включите уведомления
пока пока"
https://www.youtube.com/watch?v=HjNvpfrxHNg&list=PL1mxkDJa7Zy479R1dZkYhKKtDijx20mPU&index=9,HjNvpfrxHNg,"[музыка]
[аплодисменты]
Караван Слушай а что если у меня будет
не 50 процентов первоначального взноса а
чуть меньше я смогу оформить ипотеку Да
можешь Всем привет С вами Роман и это
Академия ипотеки в банке есть следующие
программы по которым вы можете выгодно
оформить ипотеку поехали первое женское
ипотека ума первоначальный взнос 15
процентов ставка кредитования 13,5
ранее она называлась аскерибоспана
первоначальный взнос от 15 до 50
процентов ставка кредитования от 6 до 8
процентов 3 программа
первоначальный взнос 20 процентов ставка
кредитования 5 процентов 4 программа
шанера первоначальный взнос 10 процентов
и ставка кредитования пять процентов 5
первоначальный взнос 10 процентов и
ставка кредитования 2 процента и шестая
программа Молодежная программа где
первоначальный взнос от 10 процентов А
ставка по кредиту пять процентов это все
программы кредитования по которым
требуется первоначальный взнос менее 50
процентов и в следующих видеороликах мы
подробно разберем каждую программу по
отдельности
[аплодисменты]
Роман стоп Расскажи лучше подробнее про
женскую ипотеку май
хорошо об этом расскажу я в следующем
ролике Не забудьте поставить лайк
подписаться на наш классный канал и
включить уведомления пока пока"
https://www.youtube.com/watch?v=SwM4aCYWMH8&list=PL1mxkDJa7Zy479R1dZkYhKKtDijx20mPU&index=10,SwM4aCYWMH8,"[музыка]
[аплодисменты]
[музыка]
а что ты раскомандовался тут тема
интересная Давай снимай Здравия желаю
Уважаемые получатели жилищных выплат с
вами Академия ипотеки я расскажу вам про
программу или по старому А скорее Итак
если вы получаете жилищных выплат и у
вас есть депозит вот по собаке то значит
у вас есть возможность участвовать в
программе жена воспалена с
первоначальным взносом от 15 процентов и
ставка кредитования 8 процентов для
получения этой ипотеки вам нужно подать
заявку на участие в конкурсе который
проходит раз в год на портале басмана
марки Посмотрите инструкцию по подаче
заявки на конкурс по ссылке в описании
под видео и главное запомните чем больше
И дольше вы копите деньги на своем
депозите банки тем больше у вас шансов
выиграть в конкурсе в конкурс А вдруг
кто-то не пройдет по нему или не хочешь
дать можно как-то сразу воспользоваться
с программой Да конечно же можно если
получатель жилищный культур уже накопил
50 процентов от нужной суммы тогда он
может оформить займ всего лишь под 6
процентов годовых
[аплодисменты]
Если не хотите трех нарядов подряд не
очереди то Поставьте лайк подпишитесь на
наш канал и кликайте на колокольчик
доклад окончен отбой"
